customer_id,recency,frequency,monetary,cluster,segment
C01279,240,2,535.71,1,Lapsed / Low-Value
C01282,45,5,1009.4399999999999,3,At-Risk (Fading Regulars)
C01283,66,8,2322.79,3,At-Risk (Fading Regulars)
C01284,156,11,3680.23,3,At-Risk (Fading Regulars)
C01285,6,11,3959.04,0,Active Regulars
C01286,1,13,3938.4300000000003,2,Champions
C01287,81,1,312.2,1,Lapsed / Low-Value
C01289,20,13,6257.91,0,Active Regulars
C01291,8,33,9613.619999999999,2,Champions
C01292,18,5,1257.77,0,Active Regulars
C01293,12,26,8455.77,2,Champions
C01294,24,7,2197.14,0,Active Regulars
C01295,11,20,6530.84,2,Champions
C01296,82,1,102.54,1,Lapsed / Low-Value
C01297,23,6,2024.45,0,Active Regulars
C01298,38,19,6044.98,2,Champions
C01300,194,1,80.62,1,Lapsed / Low-Value
C01301,74,5,1482.25,3,At-Risk (Fading Regulars)
C01303,86,10,3165.38,3,At-Risk (Fading Regulars)
C01304,282,2,271.3,1,Lapsed / Low-Value
C01305,284,1,101.52,1,Lapsed / Low-Value
C01306,80,10,5085.25,3,At-Risk (Fading Regulars)
C01307,111,7,2836.3599999999997,3,At-Risk (Fading Regulars)
C01308,276,2,1263.32,1,Lapsed / Low-Value
C01310,14,23,9339.7,2,Champions
C01311,36,21,4181.01,2,Champions
C01312,4,17,7142.42,2,Champions
C01313,48,26,7143.3099999999995,2,Champions
C01314,242,4,2600.08,3,At-Risk (Fading Regulars)
C01315,3,61,16607.01,2,Champions
C01316,1,21,7674.87,2,Champions
C01317,24,8,2496.51,0,Active Regulars
C01318,10,16,6052.55,2,Champions
C01319,6,35,10897.1,2,Champions
C01320,20,11,4642.34,0,Active Regulars
C01321,16,19,5640.99,2,Champions
C01322,39,10,2996.46,0,Active Regulars
C01323,128,5,972.58,3,At-Risk (Fading Regulars)
C01324,149,1,371.53,1,Lapsed / Low-Value
C01325,19,18,6584.96,2,Champions
C01326,17,5,1350.5,0,Active Regulars
C01327,1,13,4501.43,2,Champions
C01328,36,21,5957.19,2,Champions
C01329,10,44,13653.98,2,Champions
C01330,341,1,311.84,1,Lapsed / Low-Value
C01331,36,18,5920.16,2,Champions
C01332,43,29,8457.8,2,Champions
C01334,70,2,586.2,1,Lapsed / Low-Value
C01335,134,2,897.4300000000001,1,Lapsed / Low-Value
C01336,168,11,1982.16,3,At-Risk (Fading Regulars)
C01337,5,16,4796.15,2,Champions
C01338,101,9,2841.98,3,At-Risk (Fading Regulars)
C01339,118,6,1947.2,3,At-Risk (Fading Regulars)
C01340,13,18,7289.68,2,Champions
C01341,111,2,182.28,1,Lapsed / Low-Value
C01342,19,5,3671.25,0,Active Regulars
C01343,4,22,6805.46,2,Champions
C01344,51,10,5315.88,3,At-Risk (Fading Regulars)
C01345,71,4,1286.58,3,At-Risk (Fading Regulars)
C01346,8,20,6635.11,2,Champions
C01347,120,3,531.65,1,Lapsed / Low-Value
C01348,161,10,2546.66,3,At-Risk (Fading Regulars)
C01349,2,18,4690.23,2,Champions
C01350,3,31,14814.99,2,Champions
C01351,9,20,6282.55,2,Champions
C01352,6,15,6480.02,2,Champions
C01353,145,3,1169.0300000000002,3,At-Risk (Fading Regulars)
C01354,3,12,5262.71,2,Champions
C01355,5,15,4592.2699999999995,2,Champions
C01356,65,22,6609.38,2,Champions
C01357,8,18,5051.94,2,Champions
C01358,141,1,302.76,1,Lapsed / Low-Value
C01359,8,37,10581.0,2,Champions
C01360,14,4,1115.73,0,Active Regulars
C01364,44,3,1078.65,3,At-Risk (Fading Regulars)
C01365,114,2,292.13,1,Lapsed / Low-Value
C01367,36,3,767.6400000000001,1,Lapsed / Low-Value
C01368,79,14,6964.570000000001,3,At-Risk (Fading Regulars)
C01369,116,3,762.8199999999999,1,Lapsed / Low-Value
C01370,74,4,856.98,3,At-Risk (Fading Regulars)
C01371,13,12,3588.2000000000003,0,Active Regulars
C01372,312,3,876.16,1,Lapsed / Low-Value
C01373,286,1,266.39,1,Lapsed / Low-Value
C01374,14,8,3334.6,0,Active Regulars
C01375,25,6,2758.91,0,Active Regulars
C01376,16,35,10679.4,2,Champions
C01378,217,3,1426.01,3,At-Risk (Fading Regulars)
C01379,120,2,569.96,1,Lapsed / Low-Value
C01380,2,10,2333.44,0,Active Regulars
C01381,8,23,8346.12,2,Champions
C01382,4,14,3343.88,0,Active Regulars
C01383,4,37,13170.09,2,Champions
C01384,23,2,608.27,1,Lapsed / Low-Value
C01385,11,14,5098.24,0,Active Regulars
C01387,298,1,155.65,1,Lapsed / Low-Value
C01388,80,6,2269.33,3,At-Risk (Fading Regulars)
C01389,68,3,1874.13,3,At-Risk (Fading Regulars)
C01390,288,2,719.5799999999999,1,Lapsed / Low-Value
C01391,242,4,877.5699999999999,3,At-Risk (Fading Regulars)
C01392,15,1,227.9,1,Lapsed / Low-Value
C01393,266,1,1096.63,1,Lapsed / Low-Value
C01394,359,1,190.25,1,Lapsed / Low-Value
C01395,9,4,1471.72,0,Active Regulars
C01396,141,14,4776.7,3,At-Risk (Fading Regulars)
C01397,284,1,240.23,1,Lapsed / Low-Value
C01398,8,53,19813.62,2,Champions
C01400,41,10,3354.8199999999997,0,Active Regulars
C01401,68,1,224.52,1,Lapsed / Low-Value
C01402,25,19,5388.66,2,Champions
C01403,77,1,177.27,1,Lapsed / Low-Value
C01404,6,5,1837.6599999999999,0,Active Regulars
C01405,3,36,9944.12,2,Champions
C01406,257,10,2351.0299999999997,3,At-Risk (Fading Regulars)
C01407,11,27,8572.39,2,Champions
C01408,30,1,487.42,1,Lapsed / Low-Value
C01409,27,9,2625.45,0,Active Regulars
C01410,8,12,3888.74,0,Active Regulars
C01411,26,8,2473.34,0,Active Regulars
C01412,134,1,411.67,1,Lapsed / Low-Value
C01413,7,27,8828.68,2,Champions
C01414,133,2,498.55,1,Lapsed / Low-Value
C01415,19,20,6486.52,2,Champions
C01416,5,6,2420.29,0,Active Regulars
C01417,11,74,25165.37,2,Champions
C01418,15,20,5728.3,2,Champions
C01419,1,6,2871.95,0,Active Regulars
C01421,102,1,200.16,1,Lapsed / Low-Value
C01422,215,1,105.64,1,Lapsed / Low-Value
C01423,26,15,6058.54,0,Active Regulars
C01424,53,5,1265.8400000000001,3,At-Risk (Fading Regulars)
C01425,25,6,4257.53,0,Active Regulars
C01427,8,15,3374.5299999999997,0,Active Regulars
C01428,3,55,24410.3,2,Champions
C01429,20,17,5930.18,2,Champions
C01430,59,7,2658.8,3,At-Risk (Fading Regulars)
C01432,186,2,493.51,1,Lapsed / Low-Value
C01433,18,9,2678.4900000000002,0,Active Regulars
C01434,8,15,4815.15,2,Champions
C01435,21,34,13694.53,2,Champions
C01436,10,11,3920.97,0,Active Regulars
C01437,21,8,2198.35,0,Active Regulars
C01438,4,14,4953.19,2,Champions
C01439,214,6,1886.24,3,At-Risk (Fading Regulars)
C01440,90,4,1217.3,3,At-Risk (Fading Regulars)
C01441,39,8,2479.46,3,At-Risk (Fading Regulars)
C01442,122,3,1584.74,3,At-Risk (Fading Regulars)
C01443,63,4,1170.62,3,At-Risk (Fading Regulars)
C01444,11,7,3405.04,0,Active Regulars
C01446,8,13,6322.599999999999,2,Champions
C01447,57,6,1737.75,3,At-Risk (Fading Regulars)
C01448,23,27,9843.6,2,Champions
C01449,99,13,4188.01,3,At-Risk (Fading Regulars)
C01450,43,6,1531.96,3,At-Risk (Fading Regulars)
C01452,26,25,8663.59,2,Champions
C01453,18,6,2004.2,0,Active Regulars
C01454,13,6,2168.9100000000003,0,Active Regulars
C01455,193,1,307.05,1,Lapsed / Low-Value
C01456,8,16,5495.08,2,Champions
C01457,9,3,1096.8,0,Active Regulars
C01458,172,1,255.66,1,Lapsed / Low-Value
C01460,32,11,2051.2,0,Active Regulars
C01461,61,11,3181.83,3,At-Risk (Fading Regulars)
C01462,10,14,6482.94,2,Champions
C01463,156,37,15473.22,2,Champions
C01464,11,17,5887.51,2,Champions
C01465,339,1,220.35,1,Lapsed / Low-Value
C01466,142,4,1293.06,3,At-Risk (Fading Regulars)
C01467,152,2,242.76,1,Lapsed / Low-Value
C01468,2,7,2312.17,0,Active Regulars
C01469,77,2,432.79,1,Lapsed / Low-Value
C01470,26,9,3524.54,0,Active Regulars
C01471,16,40,15064.07,2,Champions
C01472,10,13,4490.58,0,Active Regulars
C01473,9,10,2063.2400000000002,0,Active Regulars
C01474,5,10,3616.92,0,Active Regulars
C01475,21,8,2681.1699999999996,0,Active Regulars
C01478,53,16,4705.67,0,Active Regulars
C01479,19,3,479.63,1,Lapsed / Low-Value
C01480,210,8,2971.1800000000003,3,At-Risk (Fading Regulars)
C01482,65,10,4106.61,3,At-Risk (Fading Regulars)
C01483,248,3,928.25,1,Lapsed / Low-Value
C01484,75,2,2998.57,3,At-Risk (Fading Regulars)
C01485,64,5,1768.58,3,At-Risk (Fading Regulars)
C01486,23,31,8680.4,2,Champions
C01487,6,12,2692.31,0,Active Regulars
C01489,4,13,4130.98,0,Active Regulars
C01490,1,25,10299.67,2,Champions
C01491,16,17,5095.28,2,Champions
C01492,25,9,2522.09,0,Active Regulars
C01493,217,7,1455.36,3,At-Risk (Fading Regulars)
C01494,4,47,15703.01,2,Champions
C01495,9,21,9587.8,2,Champions
C01496,54,5,870.66,3,At-Risk (Fading Regulars)
C01497,48,12,4183.84,3,At-Risk (Fading Regulars)
C01498,13,20,7197.26,2,Champions
C01499,3,7,1645.8799999999999,0,Active Regulars
C01500,279,2,251.54000000000002,1,Lapsed / Low-Value
C01501,171,2,262.58,1,Lapsed / Low-Value
C01502,36,17,4608.19,0,Active Regulars
C01504,26,6,3741.37,0,Active Regulars
C01505,25,23,9741.380000000001,2,Champions
C01506,137,7,3393.91,3,At-Risk (Fading Regulars)
C01507,19,43,11057.23,2,Champions
C01509,103,5,1761.4299999999998,3,At-Risk (Fading Regulars)
C01510,18,8,2610.82,0,Active Regulars
C01513,3,26,10806.18,2,Champions
C01514,24,6,1861.1399999999999,0,Active Regulars
C01515,36,2,1738.3600000000001,3,At-Risk (Fading Regulars)
C01516,17,9,3828.16,0,Active Regulars
C01517,31,13,6897.19,0,Active Regulars
C01518,19,7,2172.23,0,Active Regulars
C01519,15,4,1587.36,0,Active Regulars
C01520,4,7,3437.03,0,Active Regulars
C01521,224,12,3288.52,3,At-Risk (Fading Regulars)
C01523,213,2,411.76,1,Lapsed / Low-Value
C01524,209,9,2869.6800000000003,3,At-Risk (Fading Regulars)
C01525,1,25,6571.08,2,Champions
C01526,10,68,20865.64,2,Champions
C01527,10,4,671.52,0,Active Regulars
C01528,253,7,3641.17,3,At-Risk (Fading Regulars)
C01529,14,4,1339.1499999999999,0,Active Regulars
C01530,109,3,888.97,1,Lapsed / Low-Value
C01531,8,24,12009.01,2,Champions
C01532,87,21,4572.51,3,At-Risk (Fading Regulars)
C01533,15,12,4276.06,0,Active Regulars
C01534,163,45,13716.7,2,Champions
C01535,9,7,3043.39,0,Active Regulars
C01536,10,23,7792.8,2,Champions
C01537,299,2,224.12,1,Lapsed / Low-Value
C01538,210,6,2246.95,3,At-Risk (Fading Regulars)
C01539,318,1,153.04,1,Lapsed / Low-Value
C01540,37,9,2595.35,0,Active Regulars
C01541,8,13,4336.35,0,Active Regulars
C01542,22,16,6065.25,2,Champions
C01543,2,5,1104.1399999999999,0,Active Regulars
C01545,1,13,3140.34,0,Active Regulars
C01546,105,1,207.27,1,Lapsed / Low-Value
C01547,137,3,1310.13,3,At-Risk (Fading Regulars)
C01548,15,19,6947.48,2,Champions
C01549,46,3,622.8000000000001,1,Lapsed / Low-Value
C01550,26,10,2849.08,0,Active Regulars
C01551,301,4,926.91,3,At-Risk (Fading Regulars)
C01552,27,6,3989.96,0,Active Regulars
C01554,199,1,103.44,1,Lapsed / Low-Value
C01555,7,6,2391.04,0,Active Regulars
C01557,292,5,700.31,3,At-Risk (Fading Regulars)
C01558,38,2,686.23,1,Lapsed / Low-Value
C01559,49,3,2129.86,3,At-Risk (Fading Regulars)
C01560,81,5,2361.26,3,At-Risk (Fading Regulars)
C01561,148,4,1638.09,3,At-Risk (Fading Regulars)
C01562,16,15,4149.53,0,Active Regulars
C01563,8,7,3064.3100000000004,0,Active Regulars
C01565,25,10,4374.610000000001,0,Active Regulars
C01566,169,7,2321.13,3,At-Risk (Fading Regulars)
C01567,6,35,12039.1,2,Champions
C01568,1,67,20218.02,2,Champions
C01569,269,1,287.9,1,Lapsed / Low-Value
C01570,262,6,3414.5699999999997,3,At-Risk (Fading Regulars)
C01571,5,15,6160.85,2,Champions
C01572,33,27,7118.0,2,Champions
C01573,9,37,12384.59,2,Champions
C01574,13,15,6234.97,2,Champions
C01575,1,27,11503.61,2,Champions
C01576,231,3,733.94,1,Lapsed / Low-Value
C01578,4,31,10561.05,2,Champions
C01579,2,12,4585.389999999999,0,Active Regulars
C01581,206,16,7165.92,3,At-Risk (Fading Regulars)
C01582,10,7,2032.6100000000001,0,Active Regulars
C01583,5,15,8693.29,2,Champions
C01584,4,11,3399.09,0,Active Regulars
C01585,4,3,935.68,0,Active Regulars
C01586,116,2,703.8399999999999,1,Lapsed / Low-Value
C01587,4,14,4710.599999999999,2,Champions
C01588,9,25,5758.21,2,Champions
C01589,14,8,2575.12,0,Active Regulars
C01591,1,16,5671.36,2,Champions
C01592,256,2,1771.82,3,At-Risk (Fading Regulars)
C01593,156,12,6923.32,3,At-Risk (Fading Regulars)
C01594,280,1,353.1,1,Lapsed / Low-Value
C01596,73,4,1082.19,3,At-Risk (Fading Regulars)
C01597,55,5,1086.99,3,At-Risk (Fading Regulars)
C01598,42,1,62.17,1,Lapsed / Low-Value
C01599,11,9,3351.58,0,Active Regulars
C01600,51,2,645.54,1,Lapsed / Low-Value
C01601,24,27,7768.16,2,Champions
C01602,48,8,2180.2200000000003,3,At-Risk (Fading Regulars)
C01604,334,1,307.05,1,Lapsed / Low-Value
C01605,88,8,2352.09,3,At-Risk (Fading Regulars)
C01606,10,9,3030.54,0,Active Regulars
C01607,178,4,1126.75,3,At-Risk (Fading Regulars)
C01608,1,72,27225.53,2,Champions
C01609,132,1,312.05,1,Lapsed / Low-Value
C01610,144,3,1682.81,3,At-Risk (Fading Regulars)
C01611,79,4,1353.27,3,At-Risk (Fading Regulars)
C01612,83,5,1048.18,3,At-Risk (Fading Regulars)
C01613,46,6,1267.81,3,At-Risk (Fading Regulars)
C01614,8,4,1877.74,0,Active Regulars
C01615,103,8,1562.17,3,At-Risk (Fading Regulars)
C01616,41,10,3493.8,0,Active Regulars
C01617,12,17,3944.46,0,Active Regulars
C01618,227,1,197.46,1,Lapsed / Low-Value
C01619,60,6,1660.46,3,At-Risk (Fading Regulars)
C01620,24,4,2081.14,0,Active Regulars
C01621,63,2,865.08,1,Lapsed / Low-Value
C01622,27,11,4304.84,0,Active Regulars
C01624,91,10,2460.24,3,At-Risk (Fading Regulars)
C01625,195,3,1621.76,3,At-Risk (Fading Regulars)
C01626,19,39,12274.75,2,Champions
C01628,78,5,4072.06,3,At-Risk (Fading Regulars)
C01629,27,3,258.37,1,Lapsed / Low-Value
C01630,5,3,1834.52,0,Active Regulars
C01631,294,5,2124.21,3,At-Risk (Fading Regulars)
C01632,142,3,1698.85,3,At-Risk (Fading Regulars)
C01633,2,19,9745.97,2,Champions
C01634,56,4,1151.94,3,At-Risk (Fading Regulars)
C01635,350,1,282.34,1,Lapsed / Low-Value
C01636,14,6,1320.1100000000001,0,Active Regulars
C01637,4,9,3164.49,0,Active Regulars
C01638,16,18,5953.01,2,Champions
C01640,1,5,2613.44,0,Active Regulars
C01641,22,19,9046.25,2,Champions
C01643,4,27,8865.85,2,Champions
C01645,39,6,2252.56,3,At-Risk (Fading Regulars)
C01646,3,25,7389.95,2,Champions
C01647,159,1,139.59,1,Lapsed / Low-Value
C01648,64,1,859.95,1,Lapsed / Low-Value
C01649,296,4,1490.18,3,At-Risk (Fading Regulars)
C01650,8,21,7286.38,2,Champions
C01651,116,3,1389.06,3,At-Risk (Fading Regulars)
C01652,283,2,1704.3700000000001,3,At-Risk (Fading Regulars)
C01654,7,18,9100.91,2,Champions
C01656,2,30,9632.27,2,Champions
C01657,249,5,1852.58,3,At-Risk (Fading Regulars)
C01658,171,1,117.57,1,Lapsed / Low-Value
C01659,69,7,3454.6600000000003,3,At-Risk (Fading Regulars)
C01660,2,7,2664.5699999999997,0,Active Regulars
C01661,7,11,3803.33,0,Active Regulars
C01662,74,3,1586.84,3,At-Risk (Fading Regulars)
C01663,25,2,657.85,1,Lapsed / Low-Value
C01664,7,15,4276.68,0,Active Regulars
C01665,15,2,778.48,1,Lapsed / Low-Value
C01667,51,9,3994.5699999999997,3,At-Risk (Fading Regulars)
C01668,353,1,65.68,1,Lapsed / Low-Value
C01669,1,21,8042.92,2,Champions
C01670,249,1,189.69,1,Lapsed / Low-Value
C01671,289,1,672.59,1,Lapsed / Low-Value
C01672,2,20,7877.0,2,Champions
C01673,17,11,3092.37,0,Active Regulars
C01674,102,18,9371.86,3,At-Risk (Fading Regulars)
C01675,80,5,1193.43,3,At-Risk (Fading Regulars)
C01676,9,21,5989.17,2,Champions
C01677,105,20,6008.15,3,At-Risk (Fading Regulars)
C01678,307,1,250.68,1,Lapsed / Low-Value
C01679,8,3,1947.7,0,Active Regulars
C01680,2,6,2732.25,0,Active Regulars
C01681,129,6,3029.69,3,At-Risk (Fading Regulars)
C01682,48,5,1554.94,3,At-Risk (Fading Regulars)
C01683,5,4,1072.2,0,Active Regulars
C01684,11,10,4481.33,0,Active Regulars
C01685,11,10,5698.84,0,Active Regulars
C01686,218,5,1759.79,3,At-Risk (Fading Regulars)
C01688,17,7,2284.42,0,Active Regulars
C01689,2,28,10393.15,2,Champions
C01690,6,26,7852.87,2,Champions
C01691,232,6,2579.27,3,At-Risk (Fading Regulars)
C01692,5,32,9641.14,2,Champions
C01693,7,12,2984.7799999999997,0,Active Regulars
C01694,12,67,22122.39,2,Champions
C01695,5,23,7784.09,2,Champions
C01696,8,41,19650.11,2,Champions
C01697,140,18,5465.3,3,At-Risk (Fading Regulars)
C01698,273,3,2246.63,3,At-Risk (Fading Regulars)
C01699,191,2,638.25,1,Lapsed / Low-Value
C01700,80,16,4465.09,3,At-Risk (Fading Regulars)
C01701,246,5,2403.63,3,At-Risk (Fading Regulars)
C01702,8,46,13032.76,2,Champions
C01703,307,5,5147.96,3,At-Risk (Fading Regulars)
C01704,22,6,2375.82,0,Active Regulars
C01705,22,8,2853.84,0,Active Regulars
C01706,43,12,5056.19,0,Active Regulars
C01707,215,3,990.9,1,Lapsed / Low-Value
C01708,17,11,2867.33,0,Active Regulars
C01709,37,7,2186.56,3,At-Risk (Fading Regulars)
C01710,51,27,7360.38,2,Champions
C01711,1,31,11273.41,2,Champions
C01712,5,15,4520.74,2,Champions
C01714,166,30,7509.55,3,At-Risk (Fading Regulars)
C01715,6,29,9533.88,2,Champions
C01716,13,18,6783.95,2,Champions
C01717,5,18,5502.65,2,Champions
C01719,223,1,193.55,1,Lapsed / Low-Value
C01720,24,19,6115.83,2,Champions
C01721,362,1,759.08,1,Lapsed / Low-Value
C01722,135,8,1940.77,3,At-Risk (Fading Regulars)
C01723,2,25,6531.2,2,Champions
C01724,182,2,618.29,1,Lapsed / Low-Value
C01725,84,4,639.51,1,Lapsed / Low-Value
C01726,5,7,2886.7,0,Active Regulars
C01727,153,4,2369.4,3,At-Risk (Fading Regulars)
C01728,54,10,2819.0099999999998,3,At-Risk (Fading Regulars)
C01729,68,3,562.61,1,Lapsed / Low-Value
C01730,6,21,5755.96,2,Champions
C01731,326,1,242.36,1,Lapsed / Low-Value
C01732,38,10,3469.59,0,Active Regulars
C01733,38,4,2977.57,3,At-Risk (Fading Regulars)
C01734,5,25,9732.22,2,Champions
C01735,9,2,290.69,1,Lapsed / Low-Value
C01736,143,2,536.9300000000001,1,Lapsed / Low-Value
C01737,281,4,1177.37,3,At-Risk (Fading Regulars)
C01738,6,18,6071.7300000000005,2,Champions
C01739,114,4,1295.16,3,At-Risk (Fading Regulars)
C01741,37,6,2697.5699999999997,3,At-Risk (Fading Regulars)
C01742,28,8,3282.04,0,Active Regulars
C01743,19,9,2963.7400000000002,0,Active Regulars
C01744,312,2,390.94,1,Lapsed / Low-Value
C01745,60,14,5492.14,3,At-Risk (Fading Regulars)
C01746,14,11,4277.83,0,Active Regulars
C01748,115,7,1469.83,3,At-Risk (Fading Regulars)
C01749,113,11,3234.94,3,At-Risk (Fading Regulars)
C01750,52,10,3931.99,3,At-Risk (Fading Regulars)
C01751,1,15,5234.92,2,Champions
C01752,128,6,2876.74,3,At-Risk (Fading Regulars)
C01753,17,12,3895.42,0,Active Regulars
C01754,21,4,1968.43,0,Active Regulars
C01756,199,1,241.58,1,Lapsed / Low-Value
C01758,4,38,18077.41,2,Champions
C01759,34,13,4097.41,0,Active Regulars
C01760,29,11,3460.81,0,Active Regulars
C01761,91,2,203.75,1,Lapsed / Low-Value
C01762,20,12,3648.67,0,Active Regulars
C01763,19,13,4989.45,0,Active Regulars
C01764,98,8,2284.1,3,At-Risk (Fading Regulars)
C01765,10,4,2118.53,0,Active Regulars
C01767,2,23,10369.44,2,Champions
C01768,79,8,1946.5800000000002,3,At-Risk (Fading Regulars)
C01769,198,1,117.58,1,Lapsed / Low-Value
C01770,3,29,8381.05,2,Champions
C01771,3,22,6942.29,2,Champions
C01772,6,31,10551.45,2,Champions
C01773,86,2,534.76,1,Lapsed / Low-Value
C01774,1,12,5714.0199999999995,2,Champions
C01775,68,2,239.25,1,Lapsed / Low-Value
C01776,15,4,1414.31,0,Active Regulars
C01777,1,70,25531.95,2,Champions
C01778,61,2,1650.03,3,At-Risk (Fading Regulars)
C01779,16,23,8482.08,2,Champions
C01780,271,1,273.53,1,Lapsed / Low-Value
C01781,41,5,2683.8,3,At-Risk (Fading Regulars)
C01782,3,96,40629.73,2,Champions
C01783,246,2,534.42,1,Lapsed / Low-Value
C01784,137,2,805.46,1,Lapsed / Low-Value
C01785,8,20,7059.889999999999,2,Champions
C01786,8,15,6545.48,2,Champions
C01787,7,19,5974.52,2,Champions
C01788,244,2,442.78,1,Lapsed / Low-Value
C01789,40,6,3142.6,3,At-Risk (Fading Regulars)
C01790,1,4,1234.71,0,Active Regulars
C01791,82,1,177.76,1,Lapsed / Low-Value
C01792,54,7,2106.48,3,At-Risk (Fading Regulars)
C01793,158,3,1388.1399999999999,3,At-Risk (Fading Regulars)
C01794,117,3,1022.84,3,At-Risk (Fading Regulars)
C01795,39,3,1032.94,3,At-Risk (Fading Regulars)
C01796,143,3,990.02,3,At-Risk (Fading Regulars)
C01797,352,1,77.01,1,Lapsed / Low-Value
C01798,6,12,4753.59,0,Active Regulars
C01799,14,4,1172.19,0,Active Regulars
C01800,58,11,4862.52,3,At-Risk (Fading Regulars)
C01801,9,11,3130.17,0,Active Regulars
C01802,11,14,3239.02,0,Active Regulars
C01803,19,9,2994.77,0,Active Regulars
C01804,58,3,910.53,3,At-Risk (Fading Regulars)
C01805,251,4,1526.95,3,At-Risk (Fading Regulars)
C01806,2,33,13475.84,2,Champions
C01808,19,12,1800.45,0,Active Regulars
C01809,168,6,1126.07,3,At-Risk (Fading Regulars)
C01811,75,5,1430.15,3,At-Risk (Fading Regulars)
C01812,106,3,2480.33,3,At-Risk (Fading Regulars)
C01814,5,15,5320.35,2,Champions
C01815,84,10,4284.400000000001,3,At-Risk (Fading Regulars)
C01816,5,17,5092.91,2,Champions
C01817,117,2,887.27,1,Lapsed / Low-Value
C01818,8,7,1653.18,0,Active Regulars
C01819,61,4,1938.1100000000001,3,At-Risk (Fading Regulars)
C01820,33,7,6500.13,0,Active Regulars
C01821,46,17,5109.13,0,Active Regulars
C01822,9,32,12533.28,2,Champions
C01823,201,3,1340.19,3,At-Risk (Fading Regulars)
C01824,151,7,3331.05,3,At-Risk (Fading Regulars)
C01825,164,3,1030.0,3,At-Risk (Fading Regulars)
C01826,6,15,4406.55,2,Champions
C01827,106,10,3817.25,3,At-Risk (Fading Regulars)
C01828,4,10,2801.77,0,Active Regulars
C01830,8,25,9406.45,2,Champions
C01831,34,5,1896.78,3,At-Risk (Fading Regulars)
C01832,12,18,4531.15,2,Champions
C01833,66,7,1994.38,3,At-Risk (Fading Regulars)
C01835,1,6,1023.16,0,Active Regulars
C01836,2,18,4955.9800000000005,2,Champions
C01837,3,20,6988.46,2,Champions
C01839,296,4,1158.6399999999999,3,At-Risk (Fading Regulars)
C01840,7,34,9443.470000000001,2,Champions
C01841,100,4,1507.25,3,At-Risk (Fading Regulars)
C01842,277,6,2191.8,3,At-Risk (Fading Regulars)
C01843,157,11,2012.29,3,At-Risk (Fading Regulars)
C01844,72,7,2579.77,3,At-Risk (Fading Regulars)
C01846,34,10,3592.96,0,Active Regulars
C01847,4,24,6993.71,2,Champions
C01848,16,14,4017.06,0,Active Regulars
C01850,39,4,805.25,3,At-Risk (Fading Regulars)
C01851,2,34,9246.25,2,Champions
C01852,6,17,5653.95,2,Champions
C01853,27,8,2091.76,0,Active Regulars
C01854,30,4,888.27,3,At-Risk (Fading Regulars)
C01856,17,9,2634.39,0,Active Regulars
C01857,41,6,1918.43,3,At-Risk (Fading Regulars)
C01858,50,10,2604.7799999999997,3,At-Risk (Fading Regulars)
C01859,168,2,329.58,1,Lapsed / Low-Value
C01860,233,3,455.0,1,Lapsed / Low-Value
C01861,101,4,848.3299999999999,3,At-Risk (Fading Regulars)
C01862,12,2,2407.11,0,Active Regulars
C01863,66,1,301.89,1,Lapsed / Low-Value
C01864,272,2,389.25,1,Lapsed / Low-Value
C01865,189,9,4189.01,3,At-Risk (Fading Regulars)
C01866,108,1,215.44,1,Lapsed / Low-Value
C01867,1,74,27892.23,2,Champions
C01868,64,64,21380.35,2,Champions
C01870,290,1,170.51,1,Lapsed / Low-Value
C01871,39,5,1593.15,3,At-Risk (Fading Regulars)
C01872,51,1,181.27,1,Lapsed / Low-Value
C01873,104,5,1089.65,3,At-Risk (Fading Regulars)
C01874,12,8,1837.3700000000001,0,Active Regulars
C01875,53,7,3252.2799999999997,3,At-Risk (Fading Regulars)
C01876,54,9,2367.67,3,At-Risk (Fading Regulars)
C01878,14,9,4207.58,0,Active Regulars
C01879,256,1,344.49,1,Lapsed / Low-Value
C01880,318,1,108.48,1,Lapsed / Low-Value
C01881,31,9,3327.64,0,Active Regulars
C01882,7,15,3799.86,0,Active Regulars
C01883,311,5,1077.3,3,At-Risk (Fading Regulars)
C01884,12,25,7909.28,2,Champions
C01885,3,8,2488.76,0,Active Regulars
C01886,5,6,1633.6399999999999,0,Active Regulars
C01887,33,5,1614.81,3,At-Risk (Fading Regulars)
C01888,10,17,5299.93,2,Champions
C01889,22,9,2123.52,0,Active Regulars
C01890,320,1,275.25,1,Lapsed / Low-Value
C01891,3,13,3928.17,0,Active Regulars
C01892,321,1,427.68,1,Lapsed / Low-Value
C01893,5,46,16195.91,2,Champions
C01894,325,4,1887.26,3,At-Risk (Fading Regulars)
C01895,10,23,7963.82,2,Champions
C01896,8,18,5261.31,2,Champions
C01897,5,29,8830.19,2,Champions
C01898,305,5,1354.92,3,At-Risk (Fading Regulars)
C01900,29,10,5328.88,0,Active Regulars
C01901,14,4,824.11,0,Active Regulars
C01902,353,1,264.0,1,Lapsed / Low-Value
C01903,2,23,7231.7,2,Champions
C01904,64,6,2011.25,3,At-Risk (Fading Regulars)
C01905,45,2,627.57,1,Lapsed / Low-Value
C01906,214,25,6675.88,3,At-Risk (Fading Regulars)
C01907,13,75,25297.77,2,Champions
C01909,12,5,908.9100000000001,0,Active Regulars
C01910,37,6,1605.83,3,At-Risk (Fading Regulars)
C01911,204,2,1153.48,1,Lapsed / Low-Value
C01912,1,46,18373.49,2,Champions
